id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
0UQU6,6NQX,Bedroom,7,5,Yes,"A person awakens in bed, grasps their laptop from nearby, grabs a box, and leaves.",bed;blanket;box;doorway;eyewear;glasses;laptop,"The person woke up, put on eyewear, looked at laptop, picked up a white box then left the room.;A person is laying in bed covered with a blanket.  The person sits up, puts on glasses and picks up a laptop. Then the person picks up a box from a table and walks through a doorway.",c047 0.00 3.10;c134 0.00 2.50;c040 0.00 18.00;c146 9.90 17.00;c097 12.00 18.00;c050 7.20 13.40;c135 2.80 11.50;c043 10.70 16.00;c154 10.00 15.80;c072 0.00 7.80,17.04
4Q766,T7C3,Hallway,5,7,Yes,A person in the hallway is taking medicine while playing with a vacuum.,cup/glass/bottle;medicine;shelf;vacuum,A person is standing at the base of a stairwell taking some medication and then tries to vacuum.,c129 0.00 10.30;c106 0.00 9.30;c137 12.60 40.00;c081 6.10 11.40,38.5
Z7QTA,3VLX,Closet / Walk-in closet / Spear closet,6,7,Yes,"The person was laughing at the doorknob of the closet. Then, the person began tidying up food that the person had brought into the closet.",bag;box;closet/cabinet;doorknob;package;pillow;table,A person touches a doorknob on a door and laughs.The person proceeds to enter into the closet with a box and a package that was picked up off a stand by the door.The person put the package and box are put on a table in the closet.;A person is  grasping a doorknob then taking a pillow and a box and putting then inside a closet.,c141 0.00 9.70;c040 9.70 17.40;c042 14.70 23.20;c043 8.70 20.70;c009 13.90 22.80;c114 14.40 28.00;c022 11.30 18.10,26.75
KZ746,BYF9,Closet / Walk-in closet / Spear closet,4,7,Yes,A person is sitting at a desk grasping a coffee cup while kicking off a shoe.,chair;coffee;cup;desk;dish;glass;shoe;table,A person is sitting in a chair. A person is also holding a cup in their hands.,c011 3.00 20.00;c107 7.90 20.00;c151 0.70 7.50;c057 4.80 10.70;c059 3.20 8.20;c110 7.90 13.20;c120 8.00 13.30,18.79
JL1W2,PO5L,Kitchen,5,5,Yes,"A person is putting groceries on their table. The person sneezes, then picks up their phone.",bag;counter;groceries;table,"The person walks across the camera, goes into another room seen from this one, picks up a bag and sets it on the counter, then sneezes.;The person walked through the kitchen carrying a plastic bag full of items.  The person then put the bag on the counter top area of the kitchen.",c020 0.00 11.60;c023 0.00 10.80;c009 6.70 11.30;c153 9.00 17.00;c022 6.10 11.60,24.33
WIYE2,9PLL,Bedroom,4,7,Yes,A person is standing next to the table drinking a glass of water.  The person puts the water down on the table and picks up their shoes and a pile of clothes from the floor.,blanket;clothes;cup;dish;floor;glass;shoe;table;water,"A person drinks some water, then picks up some shoes and clothes from the floor and walks off.",c002 21.20 29.70;c107 0.00 13.60;c106 0.00 11.70;c009 8.10 14.30;c056 15.30 23.00;c073 21.10 35.00;c119 8.40 15.00;c118 0.00 12.30;c127 16.50 29.20;c070 21.40 35.00;c075 20.90 32.80,33.88
CH8XJ,DXDI,Closet / Walk-in closet / Spear closet,6,6,Yes,"A person is fixing a doorknob, then the person starting throwing shoes into their closet.",closet;doorknob;shoe;wardrobe,A person is fixing a wardrobe doorknob. They then open the closet and throw shoes inside.,c113 13.50 20.10;c058 16.90 25.40;c054 17.20 25.00,28.12
EMWAP,ECB2,Bedroom,6,6,Yes,A person awakens on the sofa and jumps on. The person quickly eats a piece of food before running out of the room.,bed;door;food,"The person sits up on the bed, then puts something in their mouth, and then stands up and walk to the bathroom.;A person is sitting on a bed, eating food and then leaves the room.",c156 3.20 8.40;c133 0.00 6.90;c006 7.50 12.00;c061 0.00 8.00;c097 7.30 12.00;c008 6.30 11.50,11.08
KX8VW,R1OT,Bedroom,6,6,Yes,"A person is seen holding food. They begin pouring themselves some water and start  drinking it, while sitting on the sofa.",bed;dish;food;glass;sofa;table;water,There is a person sitting on a bed eating something out of a bowl.  That same person then pours some water into a glass and drinks it.;Person sitting on the sofa eating out of a dish then pour some water drink and put back on the table.,c061 0.00 23.00;c106 13.00 20.70;c156 0.00 5.50;c135 0.00 23.00;c009 16.30 22.10;c109 13.30 18.10;c118 0.00 23.00;c108 5.90 15.40;c109 16.80 21.80;c107 13.00 21.60;c063 0.00 23.00;c063 0.00 4.40,21.96
14A2O,9Y7F,Kitchen,5,7,Yes,A person is throwing a picture while another person is eating a sandwich.,floor;food;paper/notebook;picture;sandwich;something,"Two people standing in a kitchen, one is cooking and eating one throws a picture on the floor.;Person looking at a picture and then decides to throw it while another person eats and walks around the kitchen.",c065 0.00 6.80;c156 0.00 6.80;c061 0.00 3.40;c088 0.00 13.10;c084 0.00 12.60;c116 8.40 15.10;c152 9.10 16.00;c126 8.80 14.30,30.67
8R0SZ,4OHY,Entryway (A hall that is generally located at the entrance of a house),7,5,Yes,"A person runs through the doorway. The person pauses and stands there for a moment, before running back out and turning off the light behind them.",doorway,"A person runs through a doorway from inside to the outside gate and then grasps the gate. Along the way, the person changes a switch on the wall.",c097 0.00 3.40;c150 0.00 9.70,28.96
ZWPS3,KQI6,Living room,5,5,Yes,A person puts groceries onto a table. Another person opens a can of soda and sits down on the sofa next to a laptop.,bag;chair;doorway;glass;groceries;laptop;sofa;table,"A person walks through a doorway holding a bottle and a bag. The put the bottle and bag on a table, and sit on a chair. Another person sits on a chair working on a laptop.",c052 15.20 31.00;c130 8.40 18.20;c123 13.30 31.00;c020 5.60 17.70;c009 11.60 17.90;c151 12.20 17.90;c097 5.30 11.70;c059 12.80 18.00;c022 12.50 17.60;c107 11.90 16.30;c109 11.60 17.30;c014 14.80 31.00;c110 15.40 21.80,30.17
2CR02,KFGP,Recreation room / Man cave,6,7,Yes,A person is in the man cave watching television and sneezing while sitting on the chair.,arm;bottle;chair;hand;laptop;television;tv,A person is sitting holding a bottle and watching tv. The person sneezes into their arm twice and wipes their nose.;A person sneezed and sniffled while watching a video on a screen.,c059 0.00 26.00;c153 3.30 18.80;c132 0.00 26.00,24.5
WZVHJ,C7O9,Kitchen,6,6,Yes,A person is smiling and walking towards the table while carrying a sandwich and a cup of coffee.,coffee;cup;food;glass;sandwich;table;window,"A person walks into the room while drinking a cup of something and eating a sandwich.;A person is walking across the room while drinking from a cup and eating food. After walking over to the table, the person takes a bite and chews.;A person is drinking from a glass and eating a sandwich.",c065 16.80 24.90;c106 3.90 21.40;c156 15.20 23.40;c067 0.00 28.00;c107 0.00 28.00;c061 0.00 28.00,26.71
VU4J8,C7O9,Kitchen,6,6,Yes,One person is standing by the window holding and drinking from a glass.,coffee;cup;food;window,A person is standing by a window sipping on coffee while looking outside.;A person is eating and standing next to a window while they look outside.,c092 0.00 29.00;c106 0.00 5.40;c106 10.60 21.20;c107 0.00 29.00,28.33
PON7X,C7O9,Dining room,6,6,Yes,A person is sitting at a dining table eating a sandwich while reading a book. Two children come into the room and begin to play and run around the table.,book;chair;food;sandwich;table,A person is sitting in a  chair at the table reading a book. Some more people run in circles around the table.;A person is sitting at the table reading a book when two people begin running around the table and the person take a bit of something.,c026 0.00 26.00;c032 0.00 26.00;c150 4.60 26.00;c059 0.00 26.00;c011 0.00 26.00;c010 0.00 26.00;c152 9.90 16.60;c067 15.10 21.40;c065 16.10 26.00;c149 9.60 26.00,24.71
IJOAK,8718,Dining room,4,6,Yes,A person is sitting by a window and pouring food into a bowl,box;dish;doorway;food;window,A person holding a dish and some food walks into the room and stands next to the window.  They pour the food into the dish.,c061 0.00 39.00;c062 30.90 39.00;c097 0.00 3.70;c118 0.00 13.90;c119 9.50 13.90;c040 0.00 39.00;c063 19.00 25.10;c151 5.30 11.60;c044 13.60 19.30;c120 0.00 11.00;c041 0.00 15.50,38.38
DNB5L,KFGP,Laundry room,5,7,Yes,"A person grasps a box of laundry soap from the shelf, then pours the detergent into the machine and starts washing clothes.",box;clothes;shelf,"A person adjusts their pants.  A person then walks to a cabinet, picks up something, and interacts with a washer.",,35.17
2FW38,MX1B,Home Office / Study (A room in a house used for work),6,6,Yes,"A person in their home office is closing their door. They sit down in a chair and start working on their laptop, while grasping a broom in their left hand.",broom;chair;door;duster;laptop;table,A person closes the door then sits down in a chair and uses a laptop while holding a duster.,c059 8.50 32.00;c052 12.50 32.00;c006 0.00 7.30;c151 0.00 12.50;c098 10.50 32.00;c154 0.00 9.80;c011 7.90 32.00;c008 0.00 3.80,30.5
N9J83,YMXV,Dining room,6,5,Yes,A person is lying on a pillow and laughing at a television in a dining room.,floor;pillow;television,A person is lying on the floor with their head on a pillow while watching tv.;A person is laying down and watching TV.,c124 0.00 32.00;c132 0.00 32.00,31.04
IYVVM,YA10,Garage,6,7,Yes,A person is washing a chair then they stand up to walk over to a phone that's on the floor.,chair;cloth;floor;phone,"A person squatting down clean on a chair.The person walks over and bends over and picks up a phone and starts looking at the phone.;This person is cleaning a chair, stands up, picks up a phone and plays with it.",c015 25.00 31.00;c016 25.00 31.00;c018 23.40 28.60;c154 19.20 24.20;c000 0.00 21.70,30.54
CPDH9,2Q9D,Pantry,7,7,Yes,A person is standing in the pantry holding a glass of milk.  The person puts the glass on the shelf and grabs a bottle of medicine.,container;cup;food;glass;medicine;shelf,"This person is drinking what appears to be chocolate milk. He goes to a kitchen cabinet and grabs something,perhaps vitamins, and leaves his milk on the shelf.",c081 5.90 12.10;c107 1.30 11.70;c109 6.40 12.70;c063 9.90 16.10,27.62
JUI9U,X5XO,Dining room,7,7,Yes,Person smiling as he/she opens the refrigerator while taking of his/her shoes.,boots;door;refrigerator;shoe,"A person opens a refrigerator door. That person kneels down, unlaces and removes their boots. They stand up.",c057 1.70 28.70;c143 0.00 3.40;c152 0.80 9.90;c154 20.10 27.20;c008 0.00 3.10,31.04
TLCLG,YMXV,Other,6,5,Yes,"A person is standing in the closet, talking on the phone while looking in the mirror. The person quickly runs out.",door;hallway;mirror;phone;wardrobe,"Person walks through the doorway with a phone in hand looks in the mirror and go for a run.;A person is talking on the phone, then looks in a mirror, leaves the room and runs down a hallway.",c096 8.30 14.70;c015 0.00 6.60;c019 13.80 22.50;c150 23.60 32.90;c008 0.00 3.80;c097 22.70 28.60,31.79
A0CJL,3VLX,Bedroom,5,7,Yes,A person is sitting on a chair typing on a laptop. The person is done typing and shuts off and closes the laptop. They grasp a mug and take a sip of their coffee.,chair;cup;dish;laptop;mug,"This person sat in a chair at the end of a bed where a laptop had been set up.  They typed on a keyboard, closed it and proceeded to drink from a mug.",c046 15.90 21.90;c052 2.40 19.90;c106 20.50 28.70;c107 19.70 29.00;c110 18.40 23.80;c059 2.20 29.00;c151 0.80 6.40;c118 19.00 29.00,27.75
7HWK2,T7C3,Stairs,7,7,Yes,"While seated on stairs, a person pours coffee into a cup and then dresses while looking at a book.",book;clothes;cup;pot;sweater,"A person is sitting on the stairs, pouring coffee from a pot into a glass. Afterwards, the person puts the cup down, puts on a sweater, and picks up a book.;A person is sitting on the stairs pouring a cup of coffee they pick up their sweater and a book they put on their sweater and look at a book",c026 13.80 23.40;c002 15.60 27.90;c148 23.30 40.00;c108 0.00 12.50;c028 37.50 40.00;c000 37.50 40.00;c001 37.50 40.00;c032 37.50 40.00;c107 0.00 15.00;c030 17.00 23.00;c109 6.90 15.00,39.46
R2ZYS,QB52,Bedroom,4,7,No,Person is lying on couch watching television then starts laughing and drinking cup of coffee,bed;coffee;cup;glass;television;tv,"A person is laying on a bed eating while watching the television. They reach to the table and take a drink out of a glass.;A person lying on a bed ,drinking coffee, watching tv.",c131 14.50 32.00;c106 5.10 18.80;c149 15.40 32.00;c134 0.00 32.00;c132 0.00 31.80,31
8XCHK,9Y7F,Bedroom,6,7,Yes,"One person runs in laughing wearing a blanket, and another person at a chair with homework smiles.",blanket;book;chair;doorway;homework;paper,Person #1 is working on homework on the bed while sitting in a chair. Person #2 walks into the room with a blanket around their back.  Person #2 is smiling and talking with person #1.,c145 0.00 32.00;c059 0.00 32.00;c070 5.50 32.00;c152 7.30 32.00;c029 7.60 23.10;c149 5.80 23.40;c097 5.30 11.30,30.58
L76ND,KFGP,Living room,6,7,Yes,"Person walks into the Living room.  Person turns on the television.  Person sits in a chair, opens a box of cookies and eats the cookies.",chair;food;television;tv,Person turns tv on and sits down on chair and starts watching tv and eating bag of chips.;Someone walks into the living room and turns on the TV and sits on a chair and eats something.,c059 9.20 31.00;c156 12.80 31.00;c062 9.60 17.70;c151 7.20 31.00;c061 4.20 31.00;c132 13.50 31.00,30.17
HV20I,DXDI,Hallway,6,7,Yes,One person dresses in front of a mirror before leaving with a camera and a bottle of medicine.,camera;clothes;items;jacket;medicine;phone,A person standing in a hallway puts a jacket on and then bends down and picks up a camera and some medicine and carries them out of the room.;This person is standing in a hallway and putting on a jacket. This person also picks up a couple things and then walks off.,c015 12.00 18.40;c128 12.40 18.20;c148 0.00 13.50;c000 0.00 4.10;c001 0.00 10.20,19
E5TW6,YMXV,Living room,6,7,Yes,A person was eating and drinking on the sofa.  A second person was lying on the sofa and talking on the phone.,bag;bed;bottle;food;phone;pillow;water,A person sitting on a bed eating out of a bag and drinking water.Another person laying on a bed talking on a phone.;A person sitting next to a pillow eats some food from a bag and drinks some water.  Another person is lying down nearby and talking on a phone.,c015 0.00 32.00;c076 0.00 32.00;c061 0.00 18.40;c135 0.00 32.00;c019 0.00 32.00;c156 0.00 17.90;c106 14.70 29.80;c134 0.00 32.00;c109 23.20 31.20;c110 13.90 26.00;c062 0.00 32.00;c107 14.20 30.70;c020 0.00 18.50,30.54
